,Comments
1547,"['menschen', 'zeichnet', 'ausals', 'einziges', 'lebewesen', 'whrend', 'fluges', 'warme', 'mahlzeit', 'einzunehmen', 'loriot']"
1548,"['video', 'schwer', 'beeindruckt', 'bravo']"
1549,"['mehr', 'davon']"
1550,"['heftigste', 'doku', 'jemals', 'angeschaut']"
1551,"['wunderschne', 'dokumentation', 'passenden', 'seitenhieben', 'ego', 'eigentlich', 'nachdenken', 'anregen', 'brauchen', 'mehr', 'demut']"
1552,"['vielen', 'jahren', 'fand', 'arte', 'eigentlich', 'recht', 'unspektakulr', 'absolut', 'gedreht', 'wer', 'gut', 'produziert', 'gehrt', 'spitze', 'sender', 'annahme', 'richtig', 'recherchiert', 'habt', 'hut', 'ab', 'wissenschaft', 'vermittelt', 'bewegen']"
1553,"['wer', 'reportage', 'erstaunliches', 'empfindet', 'hlt', 'julia', 'engelmanns', 'bekannten', 'monolog', 'fr', 'offenbarung']"
1554,"['macht', 'sowas', 'nochmal', 'film', 'freitag', 'fr', 'zukunft', 'mehr', 'ntigdann', 'mssen', 'fast', 'menschen', 'aufwachenwren', 'bedeutend']"
1555,"['bekannten', 'sendern', 'macht', 'arte', 'abstand', 'besten', 'dokus', 'danke', 'fr', 'faszinierenden', 'film']"
1556,"['schon', 'gut', 'recht', 'dreidimensional', 'per', 'conceptionem', 'materialistisch', 'bildlich', 'formuliert', 'perfekt', 'liebevoll']"
1557,"['menschheit', 'kurze', 'geschichte', 'grandiosen', 'selbstberschtzung']"
1558,"['letzte', 'frage', 'doku', 'beantworten', 'nein']"
1559,"['schlechtes', 'video', 'mensch', 'unbedeutend', 'demoralisierend', 'etwa', 'bedeuten', 'wa', 'insekten', 'intelligenter', 'mensch', 'video', 'schlechtein', 'mensch', 'technologie', 'beherschen', 'planeten', 'tier', 'flugzeug', 'bauen', 'kochen', 'medizinisch', 'artgenossen', 'behandeln', 'knnen', 'fr', 'video', 'mensch', 'schlecht', 'gemacht']"
1560,"['liegt', 'ermessen', 'mensch', 'unbedeutend', 'wirken', 'weltbild', 'weltraums', 'animationen', 'bzw', 'ominse', 'weltraumorganisationen', 'fragwrdigen', 'cgi', 'animationen', 'gibtes', 'gibt', 'wirklichkeit', 'distanzen', 'sternen', 'begreift', 'dauert', 'generation', 'regime', 'flltwir', 'knnen', 'genauso', 'telepathisch', 'kommunizieren', 'tier', 'besser', 'lebewesen', 'sinn', 'lebewesen', 'sinn', 'unendlichen', 'lebens', 'mensch', 'geistig', 'behindert', 'gegensatz', 'lebewesen', 'verloren', 'natur', 'frieden', 'lebender', 'geist', 'sprengt', 'materie', 'umschliet', 'knnt', 'erfassen', 'maen', 'vergnglichen', 'ewigen', 'lebendiese', 'doku', 'menschen', 'produziert', 'trinkwasser', 'scheissen', 'unsinnig', 'unbedeutend', 'bedeutung', 'auer', 'geschaffene', 'welt', 'babylon']"
1561,"['unbewiesener', 'schwachsinn']"
1562,"['menschheit', 'nabel', 'universums']"
1563,"['sprecherin', 'autoren', 'grimme', 'preis', 'verdient']"
1564,"['wichtigste', 'mensch', 'leben', 'lernen', 'video', 'begreifen', 'letztendlich', 'tut', 'absolut', 'unbedeutend']"
1565,"['altruismus', 'mensch', 'erfunden', 'altruismus', 'sinne', 'selbstlosigkeit', 'gar', 'gibt']"
1566,"['trotzdem', 'all', 'billonen', 'arten', 'jemals', 'gab', 'einzigen', 'wahl', 'planeten', 'schtzen', 'zerstren', 'vielleicht', 'einzigen', 'jemals', 'chance', 'universum', 'entdecken', 'vielleicht', 'sogar', 'mglichen', 'lebensraum', 'finden', 'frage', 'ber', 'unterschtzt']"
1567,"['schner', 'film', 'ab', 'naja', 'bitte', 'hnde', 'geheimnis', 'geist', 'einander', 'verbunden', 'neben', 'rennen', 'lnger', 'pferde', 'sinne', 'gut', 'gerade', 'abgelenkt', 'menge', 'gerade', 'mal', 'nutzung', 'unserers', 'krbers', 'geistes', 'ganz', 'gut']"
1568,"['ironisch', 'mensch', 'unbedeutend', 'klein', 'dargestellt', 'jedoch', 'sieht', 'lebewesen', 'lage', 'wre', 'video', 'produzieren', 'geschweige', 'ganzen', 'sachen', 'zb', 'internet', 'geniale', 'erfindungen']"
1569,"['design', 'animation', 'bereich', 'wei', 'fuer', 'unglaubliche', 'arbeit', 'doku', 'steckt', 'allein', 'uebergaenge', 'film', 'angefuehl', 'gu', 'schnitte', 'angenehm', 'ruhig', 'drehbuch', 'dafuer', 'meisterleistung', 'vielen', 'dank', 'fuer', 'muehe', 'harte', 'arbeit', 'doku', 'einfach', 'wahnsinn']"
1570,"['lcherlich', 'wertlos', 'betrachtet', 'geht', 'gutem', 'beispiel', 'voran', 'bringt', 'stelle']"
1571,"['bitte', 'korrigiert', 'falsch', 'liege', 'deutschen', 'sprachgebrauch', 'trilliarden', 'klugschen', 'sprecherin', 'verwirrt']"
1572,"['asiatischen', 'lndern', 'seit', 'jahrzehnten', 'per', 'hand', 'bestubt', 'dafr', 'bienen', 'behalten', 'fakt', 'stimmt', 'einfach']"
1573,"['schwachsinnige', 'vergleiche']"
1574,"['doku', 'echt', 'gut', 'spannendaber', 'ende', 'tier', 'vergleichen', 'fair', 'mehrere', 'verschiedene', 'tiere', 'menschen', 'vergliechen', 'jeweils', 'beste', 'eigenschaft', 'mensch', 'schlecht', 'steht', 'einzelnen', 'vergleich', 'schlagen', 'menschen', 'fast', 'tier', 'gegensatz', 'tier', 'guter', 'allrounder']"
1575,"['finde', 'doku', 'echt', 'gut', 'gute', 'pubkte', 'dabei', 'behaupten', 'mensch', 'nehme', 'sonderstellung', 'schwachsinn']"
1576,"['besten', 'dokus', 'gesehen']"
1577,"['materialisten', 'gebrauch', 'geistes', 'filme', 'fehlt', 'dennoch', 'immer', 'geist', 'aussagen', 'wert', 'werkes', 'gleich', 'mal', 'reduziert', 'selbstwiderspruch', 'offenbar', 'lsst']"
1578,"['spoiler', 'antwort', 'letzte', 'fragen', 'lautet', 'ach', 'me', 'too', 'sorry', 'wichtigeres', 'tun', 'dummen', 'affen', 'beim', 'leben', 'zuzugucken', 'asap']"
1579,"['mensch', 'durchschnitt', 'durchschnitt']"
1580,"['menschen', 'halt', 'fehler', 'gemacht', 'denken', 'auergewhnlich', 'anstatt', 'einzigartig', 'anzusehendie', 'menschen', 'halt', 'anscheinend', 'lage', 'aussergewhnlich', 'einzigartig', 'jeweils', 'getrennt', 'betrachtendenken', 'biologische', 'eigenart', 'fliegen', 'tier', 'vorteil', 'bringen']"
1581,"['mensch', 'dominate', 'rolle', 'lernen', 'besser', 'spezies', 'einzigartig', 'mensch', 'durchaus', 'bewusst', 'doku', 'mensch', 'platz', 'universum', 'zuweisen', 'mchte', 'stimme', 'allerdings', 'punkten', 'ganz', 'bereinder', 'mensch', 'durchaus', 'wunderbares', 'wesen', 'kunstliebefamiliemusik', 'etcnur', 'einzelnen', 'bereich', 'spezies', 'unterliegt', 'heit', 'lange', 'besonderes']"
1582,"['lcherlich', 'getan', 'intelligenz', 'menschen', 'ber', 'lebewesen', 'stehen', 'wrde']"
1583,"['krassdas', 'biolehrer', 'schicken']"
1584,"['toll', 'faktensammlung', 'stndige', 'abwertung', 'menschen', 'vllig', 'bertrieben', 'unterstellung', 'fr', 'besonderes', 'hlt', 'einfach', 'glied', 'erde', 'sieht', 'fhlt', 'zeit', 'passiv', 'angegriffen', 'kritik', 'schn', 'gut', 'erlutert', 'trifft', 'lebewesen', 'lebewesen', 'abhngig', 'zusammenarbeit', 'wenige', 'ausnahmen', 'erbringt', 'groteil', 'lebewesen', 'meisterleistung', 'etc']"
1585,"['guter', 'wahrhaft', 'richtiger', 'beitrag']"
1586,"['lasst', 'denen', 'verarschen', 'spielt', 'mitdie', 'wahrheit', 'liegt', 'vergangenheit']"
1587,"['berlegenheit', 'menschen', 'liegt', 'kombination', 'einzigartigen', 'gehirn', 'einzigartigen', 'hnden', 'wesen', 'ansatzweise', 'mithaltenes', 'gibt', 'spezialisiertere', 'wesen', 'besser', 'sehen', 'hren', 'schwimmen', 'knnen', 'mensch', 'dagegen', 'unglaublich', 'anpassungsfhig', 'vielseitig', 'welt', 'vorstellungen', 'formen']"
1588,"['carpe', 'diem']"
1589,"['besten', 'dokus', 'leute', 'probs', 'stelle']"
1590,"['ekelhaft', 'seid', 'unbedeutendarte']"
1591,"['puh', 'froh', 'video', 'doppelter', 'geschwindigkeit', 'gesehen', 'ende', 'genauso', 'schlau', 'vorher']"
1592,"['finde', 'menschen', 'besonders', 'macht', 'kombination', 'genannten', 'eigenschaften']"
1593,"['beste', 'doku', 'je', 'gesehen']"
1594,"['animationen', 'wirklich', 'toll', 'message', 'dahinter', 'menschen', 'bedeutungslos', 'einfach', 'falsch', 'genau', 'sicht', 'welt', 'sorgt', 'dafr', 'viele', 'menschen', 'sinnlosigkeit', 'versinken', 'depressiv', 'traurig']"
1595,"['wunderbar', 'erlutert', 'miniwissen', 'naturlehre', 'bewussteinst', 'kletterten', 'kameradich', 'tagestour', 'berge', 'oben', 'sahen', 'nebst', 'begegnungen', 'unterwegs', 'relativ', 'groen', 'blick', 'moment', 'schpfung', 'rund', 'unsdoch', 'weit', 'entfernt', 'ausgangspunkt', 'wrde', 'betrachter', 'wahrnehmen', 'knnenso', 'wage', 'klvergleich', 'mensch', 'geringes', 'umgebung', 'wahrnimmt', 'dervergleich', 'hinkt', 'erde', 'perle', 'vorstellbaren', 'daseins', 'idealisierte', 'ansichtdanke', 'beitrag', 'erneut', 'sehenalles', 'gute']"
1596,"['regelmig', 'werbung', 'konsumgeilheit', 'fangen', 'lassen', 'wrden', 'htten', 'echt', 'stunde', 'tag', 'ber', 'kleine', 'murmel', 'flott', 'be', 'eigentlich', 'damals', 'kinderzimmer', 'aufrumen', 'bisl', 'grer', 'ameisen', 'genug', 'leute', 'murmel', 'knnte', 'klappen', 'gesetzesnderungen', 'warten', 'be', 'langwiedrig', 'ameisenstaat', 'regeln', 'mal', 'arbeiterin', 'umgebungsgestaltung', 'bioreversibilitt', 'zauberwort', 'kreislufe', 'natur', 'untersttzung', 'stabilisieren', 'knnen', 'warum', 'bauernhfe', 'berschuss', 'autak', 'perpetuum', 'mobile', 'nein', 'natrlicher', 'kreislauf', 'genau', 'zurck', 'gibt', 'gabst', 'stunde', 'mrd', 'stunden', 'tglich', 'weltweitunbezahlt', 'unbezahlbarwhats', 'your', 'dream', 'i', 'like', 'animal', 'and', 'wan', 'na', 'show', 'them', 'my', 'baby']"
1597,"['vielen', 'lieben', 'dank', 'fr', 'tolle', 'dokumentation', 'dadurch', 'dankbar', 'demtig']"
1598,"['individuum', 'steht', 'widerspruch', 'erforderlichen', 'schwarmintelligenz', 'wer', 'wei', 'vielleicht', 'versuch', 'orten', 'universum', 'ja', 'geklappt', 'nichtmit']"
1599,"['sagt', 'frau', 'via', 'youtube', 'geschpf', 'erde', 'lage', 'messen', 'tiere', 'welt', 'leben', 'erlauben', 'gut', 'tierart', 'knnte', 'probleme', 'ausgerottet', 'doku', 'peinlicher', 'versuch', 'grte', 'lebewesen', 'jemals', 'erde', 'gewandert', 'kleinzureden']"
1600,"['mal', 'unbedeutend']"
1601,"['ok', 'macht', 'kollektivselbstmord', 'sinn', 'p', 'mrchen', 'millionen', 'jahren', 'evolution', 'immer', 'aktuell', 'gte', 'rckstndig', 'fangt', 'mal', 'dokus', 'ber', 'dna', 'wei', 'evolution', 'unglich']"
1602,"['unendlichen', 'universum', 'berechnen', 'teleskopen', 'erforschen', 'woher', 'kommen', 'all', 'flle', 'informationen', 'bepackt', 'teils', 'zweifelhaften', 'alten', 'thesenich', 'dokumentation', 'diskreditieren', 'hinterfrage', 'jedoch', 'ursprung', 'information', 'fr', 'dokumentationund', 'berhaupt', 'information', 'fr', 'weltbild', 'forschung', 'wissenschaft', 'politik', 'pioniergeist', 'indoktriniert', 'werdenals', 'wren', 'physik', 'chemie', 'evolutionstheorie', 'usw', 'korrumpiert', 'fr', 'bestimmte', 'weltbilder', 'ausgelegtich', 'hoffe', 'verzeiht', 'abgespeckte', 'version', 'versteht', 'intention', 'vielen', 'danke']"
1603,"['eigenes', 'bewusstsein', 'bringt', 'form', 'hervor', 'manifestiert', 'immer', 'immer', 'neu', 'sehe']"
1604,"['bitte', 'pro', 'woche', 'uhr', 'ausstrahlen']"
1605,"['schme', 'mensch']"
1606,"['einzige', 'grund', 'warum', 'bereit', 'gezgebhren', 'bezahlen']"
1607,"['grossartiger', 'film', 'lauter', 'positiven', 'komentaren', 'frage', 'stellt', 'warum', 'schwer', 'positive', 'praktizieren', 'liegt', 'daran', 'kleine', 'gruppe', 'lammhafte', 'verhalten', 'ausntzt', 'missbraucht']"
1608,"['scheise', 'echt', 'bld', 'allso', 'mussen', 'unch', 'bessere']"
1609,"['mensch', 'mehr', 'wei', 'hermetischen', 'gesetze']"
1610,"['universum', 'existiert', 'leben', 'entstehen', 'glauben', 'einzigen', 'einfach', 'arrogant', 'dumm', 'lcherlichund', 'glaubt', 'bereits', 'seit', 'seit', 'ewiger', 'zeit', 'beobachtet']"
1611,"['tolle', 'arbeit', 'denken', 'handeln', 'anregt', 'guten']"
1612,"['pflichtprogramm', 'schule']"
1613,"['unterschtzte', 'spezies', 'niemand', 'konnte', 'ahnen', 'wieviel', 'dreck', 'spezies', 'hinterlt', 'existenzgrundlage', 'erde', 'kaputt', 'bombt', 'vergiftet', 'verseucht', 'verstrahlt', 'zumllt', 'leerfrit', 'selfis', 'macht', 'wirklich', 'hochintelligent']"
1614,"['mensch', 'altruismus', 'erfunden', 'definieren', 'altruismus', 'begrifflichkeit', 'gemeint', 'darf', 'verstehen']"
1615,"['wette', 'daumen', 'runter', 'menschen', 'unbedeutend', 'mhe', 'gemacht', 'doku', 'ende', 'anzusehenwahrscheinlich', 'erhngt', 'darum', 'leute', 'guckt', 'schluss', 'kommt', 'aufm', 'punkt']"
1616,"['traurig', 'arte', 'steuer', 'bekommt', 'fernsehsender', 'scheie', 'besser', 'bezahlt']"
1617,"['trotzdem', 'schuld']"
1618,"['wahnsinns', 'doku', 'fazit', 'goldene', 'ende', 'nahrungskettenicht', 'umgekehrt', 'mensch', 'lappen']"
1619,[]
1620,"['guter', 'film', 'gute', 'stimme']"
1621,"['hohlkppe', 'geben', 'nen', 'daumen', 'runternaja', 'unbedeutend']"
1622,"['wunderschne', 'dokumentation']"
1623,[]
1624,['unbedeutend']
1625,"['danke', 'denke', 'universum', 'geschenk', 'kannst', 'verbindung', 'setzen', 'sonnst', 'gehen', 'wnsche', 'erfllung', 'cool', 'video', 'dankeschn']"
1626,"['unglaublich', 'gut', 'gemacht']"
1627,"['unsinnige', 'doku', 'bsp', 'eigenschaft', 'komplexe', 'aufgaben', 'lsen', 'raben', 'knnen', 'ganz', 'gutso', 'war', 'sinngem', 'gesagt', 'wordendas', 'vielen', 'ebenen', 'dmlich', 'wer', 'erkennt', 'wirklich', 'raben', 'gro', 'unterscheiden', 'gerade', 'komplexen', 'denken']"
1628,"['mensch', 'schimmelpilz', 'erde']"
1629,"['kompletter', 'bldsinn', 'spielt', 'berhaupt', 'rolle', 'gro', 'klein', 'wenige', 'viele', 'menschen', 'individuum', 'groartig', 'finden', 'teufel', 'sollen', 'verallgemeinerungen', 'aussagen', 'ja', 'letzlich', 'mensch', 'haufen', 'materie', 'trifft', 'je', 'allgemeiner', 'aussage', 'wertloser', 'scheint', 'umsichgreifende', 'sehnsucht', 'religion', 'suche', 'irgend', 'grerem', 'unfhigkeit', 'angst', 'werten', 'stehlt', 'affre', 'pseudophilosophischem', 'geschwtz']"
1630,"['danke', 'fr', 'offenkundige', 'dokumentation', 'ja', 'meinung', 'schulen', 'unternehmen', 'gezeigt', 'wach', 'rtteln', 'klar', 'stellen', 'mensch', 'berlegen', 'lernt', 'umgebung', 'respektieren', 'begreift', 'heute', 'zerstrt', 'existieren']"
1631,"['politisch', 'motivierter', 'bldsinn', 'hoch', 'ja', 'menschen', 'tierspezies', 'vielen', 'na', 'einzige', 'typ', 'i', 'spezies', 'kardaschowskala', 'planeten', 'bisher', 'hher', 'entwickelte', 'spezies', 'getroffen', 'ganze', 'bullshit', 'ja', 'unertrglich', 'kommt', 'dabei', 'raus', 'rotgrn', 'runfunkrat', 'dominiert']"
1632,"['fakten', 'stimmen', 'wrden']"
1633,"['misanthropisches', 'machwerk']"
1634,"['typisch', 'fr', 'kranke', 'welt', 'erst', 'erzhlte', 'jahrhunderte', 'lang', 'nabel', 'welt', 'sonne', 'mitte', 'milchstrasse', 'mehr', 'berufslgner', 'mantel', 'seriositt', 'tarnen', 'spielen', 'gleiche', 'spiel', 'rest', 'unten', 'halten', 'branche', 'menschen', 'klein', 'machender', 'mensch', 'gttliches', 'wesen', 'hchste', 'ebene', 'deswegen', 'selbstverstndlich', 'recht', 'lebewesen', 'ermorden', 'erde', 'zerstren']"
1635,"['doku', 'disst', 'menschen', 'ende', 'stellst', 'ganzes', 'werk', 'dasein', 'fragegenial', 'gemachte', 'doku', 'widerlegt', 'eigene', 'schlussfolgerungtypisches', 'antikapitalistisches', 'nihilistisches', 'geschwafel', 'lol']"
1636,"['quatsch', 'xd', 'wer', 'glaubt', 'stammt', 'fall', 'affen', 'ab']"
1637,"['wundervolle', 'doku', 'endlich', 'mal', 'menschen', 'zeigt', 'wirklich', 'nmlich', 'unbedeutend']"
1638,"['nationalhymne', 'ameisen']"
1639,"['ganze', 'schlechten', 'schwachen', 'menschen', 'drachenlord', 'arrogant', 'nennste']"
1640,"['neues', 'wichtiges', 'komprimiert', 'gut', 'gemacht']"
1641,"['gut', 'bse', 'steht', 'mensch']"
1642,"['gibt', 'playlist', 'unfassbaren', 'kurz', 'dokus']"
1643,"['guter', 'anfang', 'ndert', 'propaganda']"
1644,"['fngt', 'linksgrne', 'indoktrination', 'verpackt', 'cinemaeffekten', 'sanften', 'frauenstimme', 'greta', 'thunfisch', 'produktion']"
1645,"['letztendlich', 'menschheit', 'ganzes', 'ergebnis', 'artenbergreifenden', 'zusammenarbeit', 'seit', 'vielen', 'vielen', 'jahren', 'ja', 'ca', 'lebensform', 'erde', 'hochinteressant', 'beeindruckend', 'weder', 'pro', 'contraargument', 'fuer', 'ueberlegenheit', 'menschen', 'einfach', 'normal']"
1646,"['nherer', 'betrachtung', 'viele', 'erfindungen', 'menschen', 'schwacher', 'abklatsch', 'lebendigen', 'welt', 'herum', 'stimmt', 'vielleicht', 'tatsache', 'mensch', 'entwicklungen', 'evolution', 'nutze', 'angeboren', 'muessen', 'leistung', 'schon', 'mal', 'anerkennen', 'koennte', 'natuerlich', 'gibt', 'belangen', 'lebewesen', 'besser', 'spezialisiert', 'geht', 'eben', 'gute', 'mischung', 'faehigkeiten', 'unbedeutend', 'uebrigens', 'richtigen', 'bezugsrahmen', 'setzt', 'finde', 'doku', 'schon', 'beeindruckend', 'rhethorik', 'zuweilen', 'ziemlich', 'zweckmaeig', 'flach']"
1647,"['nochmal', 'weltraumuniversum']"
1648,[]
1649,"['na', 'irgendwann', 'mal', 'gehen', 'darauf']"
1650,"['doku', 'wirklich', 'super', 'gemacht', 'nachdenken', 'anregend', 'informativ', 'einfach', 'erklrtaberwarum', 'wirft', 'daten', 'umsich', 'niemals', 'bewiesen', 'wurden', 'vermutungen', 'prsentieren', 'verkaufen', 'wre', 'wahrich', 'bitte', 'mehr', 'klarheit', 'quelle', 'wahrheit']"
1651,"['mensch', 'entwickelndas', 'lebewesen', 'knnenbrtierchensehen', 'uswnachdem', 'natur', 'antwort', 'wahnsinn', 'gegeben', 'hatgeduldentwicklungdas', 'gute', 'triumphiert', 'letztendesvertrauen', 'wahre', 'liebe', 'wnschen', 'aufwachenim', 'kleinen', 'richtig', 'handeln', 'danke', 'arte']"
1652,"['sehen', 'sinneswahrnehmungen', 'hirn', 'daraus', 'macht', 'realitt', 'vielleicht', 'teil', 'simulation', 'vielleicht', 'universum', 'eins', 'vielen', 'vielleicht', 'denken', 'einfach', 'beschrnken', 'dimensionen', 'fakt', 'fr', 'realitt', 'findet', 'statt', 'gerade', 'solange', 'universum', 'bereisen', 'zweifel', 'berhaupt', 'existiert', 'wei', 'realitt', 'einzige', 'existieren', 'universum', 'wirklich', 'expandiert', 'immer', 'frage', 'wohin', 'expandiert', 'dahinter', 'urknalltheorie', 'macht', 'fr', 'bedingt', 'sinn', 'urknall', 'physikalisches', 'gesetz', 'besagt', 'wirkung', 'ursache']"
1653,"['wem', 'dokumentation', 'gefallen', 'wrmstens', 'buch', 'respect', 'for', 'nature', 'paul', 'taylor', 'empfehlen']"
1654,"['fr', 'video', 'danke', 'fr', 'geschenk']"
1655,"['gibts', 'dok', 'englisch', 'sollten', 'mehr', 'menschen', 'verstehen', 'sehen']"
1656,"['meisterleistung', 'dokumentation']"
1657,"['schwer', 'depressiv', 'belanglos']"
1658,"['gentechnik', 'viele', 'strken', 'spezies', 'adoptieren', 'knnen', 'unserer', 'schwchen', 'loswerdenmit', 'neurotechnik', 'knstlicher', 'intelligenz', 'hightechrobotern', 'unserer', 'umwelt', 'verschmelzen', 'vorstellungen', 'formendie', 'raumfahrt', 'ferne', 'galaxien', 'bringen', 'milliarden', 'planeten', 'besiedelnwahrscheinlich', 'sogar', 'lage', 'ganze', 'kosmische', 'systeme', 'steuern', 'neu', 'schaffen', 'fundamentale', 'physikalische', 'gesetze', 'umgehen', 'schicksal', 'eigene', 'hand', 'nehmen']"
1659,"['fr', 'lcherliche', 'propagandadoku', 'grimm', 'mrchen', 'wissenschaftliche', 'abhandlungen', 'dagegenlasst', 'mehr', 'jesuitenpropaganda', 'vollstopfen', 'armen', 'seelen', 'fr', 'betenach', 'ja', 'erde', 'offenkundig', 'flach', 'stationr', 'wer', 'leugnet', 'hasst', 'gotthalleluyahuwah']"
1660,"['toller', 'beitrag', 'vielleicht', 'mensch', 'mal', 'anfangen', 'mehr', 'ganz', 'wichtig', 'nehmen']"
1661,[]
1662,"['menschen', 'liebe', 'herzen']"
1663,"['unbedeutend', 'fast', 'superlativen', 'natur', 'vergleicht', 'strke', 'planeten', 'menschen', 'genialen', 'kompromiss', 'darstellen', 'riesensterne', 'zb', 'gegenber', 'unserer', 'sonne', 'groen', 'nachteil', 'geringeren', 'lebensdauer', 'evolution', 'erleben', 'gengend', 'zeit', 'lsst', 'mix', 'eigenschaften', 'unserer', 'sonne', 'passenden', 'abstand', 'planeten', 'sonne', 'wahrscheinlich', 'sogar', 'existenz', 'mondes', 'mageblich', 'erhalt', 'stabilen', 'erdrotation', 'beitrgt', 'voraussetzungen', 'fr', 'entstehen', 'unserer', 'art', 'lebens', 'weshalb', 'fast', 'planeten', 'mgliche', 'lebensspender', 'herausfallen', 'gibt', 'wahrscheinlich', 'immer', 'viele', 'planeten', 'leben', 'ermglichen', 'knnten', 'gleichwohl', 'film', 'gegebenen', 'vergleiche', 'relativiertdas', 'ausmacht', 'nmlich', 'geistigen', 'fhigkeiten', 'wahrscheinlich', 'folge', 'unserer', 'durchschnittlichen', 'krperlichen', 'fhigkeiten', 'heit', 'erstere', 'mglicherweise', 'berschtzenich', 'glaube', 'gute', 'kompromisse', 'grundlage', 'erfolges', 'sei', 'natur', 'sei', 'suche', 'politischen', 'gesellschaftlichen', 'lsungen', 'richtige', 'mix', 'macht', 'suche', 'kompromissen', 'aufgeben', 'scheitern']"
1664,"['meisterwerk', 'denkweise', 'gendert']"
1665,"['eta', 'carina', 'gibt', 'weitere', 'derartig', 'unrunde', 'planeten', 'krper', 'all']"
1666,"['ethik', 'erfunden', 'ausgelebt', 'bald']"
1667,"['erde', 'vollkommensie', 'krankheit', 'mensch', 'angst', 'geht', 'vorbei']"
1668,"['na', 'mtze', 'bekommen', 'rufe', 'morgen', 'gleich', 'psychiater', 'tolle', 'doku', 'super', 'graphik']"
1669,"['netter', 'belangloser', 'bildschirmschoner', 'hbschen', 'phantasiebildern', 'sicher', 'gut', 'demut', 'frdern', 'wunder', 'menschseins', 'unbedeutend', 'abzutun', 'hnlich', 'falsch', 'hybris']"
1670,"['schne', 'doku']"
1671,"['na', 'komisches', 'gefhl', 'xd']"
1672,"['wusste', 'schon', 'lange', 'hr', 'dniken', 'universum', 'alleine']"
1673,"['sowas', 'natrlich', 'genau', 'richtige', 'fr', 'schuld', 'selbsthass', 'zerfressenen', 'deutschen', 'trotz', 'biologischer', 'schwchen', 'survivor', 'of', 'the', 'fittest', 'vllig', 'recht', 'dominante', 'speziesund', 'zeigt', 'zumindest', 'erde', 'intelligenz', 'wichtigste', 'evolutionre', 'vorteil', 'verstand', 'besser', 'tiere', 'zusammendie', 'spezies', 'zivilisation', 'aufbaut', 'unangefochtene', 'knigin']"
